Rank,Trend
1,Scotland
2,#ImACeleb
3,Steve Clarke
4,Cloudflare
5,#WWENXT
6,Harry Wilson
7,Christmas
8,Robbo
9,Tesco
10,Aitch
11,Jamaica
12,#LineOfDuty
13,#thechase
14,Jake Paul
15,Shankland
16,McGinn
17,#WWERaw
18,Gemini 3
19,North Macedonia
20,Shabana Mahmood
21,Brennan Johnson
22,Danish
23,Spain
24,Kwara
25,Danes
