Rank,Trend
1,Christmas
2,Robin Smith
3,$TCT
4,#GivingTuesday
5,Gullis
6,#ThisMorning
7,Lammy
8,#thicktrunktuesday
9,Arsenal
10,#Fivepillarstoken
11,Richard Hughes
12,Advent
13,#WWERaw
14,Venezuela
15,Bangladesh
16,Starmer
17,Belfast
18,Caicedo
19,Happy 1st of December
20,GeForce Season
21,Jacks
22,Reece James
23,Your Party
24,Kimi
25,Tory
