Rank,Trend
1,#SurvivorSeries
2,Frank
3,#releafcannabis
4,Vicario
5,#CurrysPurpleFriday
6,Rhea
7,#Strictly
8,Your Party
9,#QatarGP
10,Constitution Hill
11,Lash Legend
12,Golden Ace
13,Lesnar
14,Nikki Bella
15,Tom Stoppard
16,Leeds
17,Roxanne
18,Nunes
19,GAME OFF
20,CM Punk
21,Thanksgiving
22,Reeves
23,Van de Ven
24,Dirty Dom
25,Poch
