Rank,Trend
1,#SpotifyWrapped
2,#PMQs
3,Christmas
4,#NEWTOT
5,Lammy
6,Fulham
7,Burn
8,Bentancur
9,#rivers
10,#twitchrecap
11,Robin Smith
12,Zach Bryan
13,Remi Moses
14,Ramsdale
15,Chelsea
16,Girl Guides
17,Gaelic
18,Jury
19,Girlguiding
20,Newcastle
21,Salford
22,Tories
23,Hillsborough
24,Tunbridge Wells
25,Starmer
