Rank,Trend
1,#Ashes2025
2,#CurrysPurpleFriday
3,Nathan Gill
4,RIP Mani
5,Covid
6,Ross Desmond
7,Ukraine
8,Aussies
9,Russia
10,Scotland
11,Nnamdi Kanu
12,Johnson
13,Crawley
14,Ian Wright
15,Peter Lawwell
16,Stone Roses
17,Perth
18,Gomez
19,#ticagm
20,#BCFC
21,Steve Smith
22,#WickedForGood
23,Paramount
24,World Cup
25,Rob Cross
