Rank,Trend
1,#CurrysPurpleFriday
2,Thanksgiving
3,#releafcannabis
4,Black Friday
5,#StrangerThings5
6,#socideveloper_com
7,Labour
8,Young Boys
9,Kemi
10,Arsenal
11,Liverpool
12,Reeves
13,RIP Peter
14,Djiga
15,Budget
16,#bbcqt
17,Highland Crystal
18,Bayern
19,Tucker
20,Regent's Stroll
21,Brexit
22,Braga
23,Raskin
24,Chermiti
25,Afghan
