Rank,Trend
1,Everton
2,Amorim
3,#CurrysTechmas
4,Zirkzee
5,Gueye
6,#trollboy
7,Keane
8,Dorgu
9,#GMMTV2026
10,Old Trafford
11,Pickford
12,Shaw
13,Amad
14,Moyes
15,Dalot
16,Jimmy Cliff
17,#thismorning
18,Yoro
19,Spurs
20,Gana
21,Motability
22,Frank
23,Arsenal
24,Nick Brown
25,Ange
