Rank,Trend
1,#WWERaw
2,#ImACeleb
3,Jake Paul
4,Christmas
5,World Cup
6,$bnkk
7,#RawOnNetflix
8,Tesco
9,Shabana Mahmood
10,Nikki Bella
11,Ruby
12,#TheChase
13,AJ Lee
14,Home Secretary
15,Aitch
16,Alexa
17,England
18,lorde
19,Bellingham
20,ECHR
21,Nwabali
22,Denmark
23,Troy Parrott
24,Lulamba
25,Nigeria
