Rank,Trend
1,Spurs
2,#ARSTOT
3,Jimmy Cliff
4,Frank
5,#TROLLBOY
6,#lufc
7,Ukraine
8,Russia
9,Olamide
10,#COYG
11,Slot
12,Farke
13,Thelwell
14,#ThisMorning
15,North London
16,RICHARLISON
17,Liverpool
18,Putin
19,Freezing
20,Merino
21,Trossard
22,Raya
23,Levy
24,let it all work out
25,EZE HATTRICK
