Rank,Trend
1,Thanksgiving
2,Kemi
3,#StrangerThings5
4,Budget
5,Reeves
6,Bayern
7,Labour
8,Slot
9,Konate
10,Declan Rice
11,#LIVPSV
12,#ARSBAY
13,#ITV7InItToWinIt
14,The OBR
15,Gakpo
16,Neuer
17,#LancashireDay
18,Martinelli
19,Tories
20,Chiesa
21,Hong Kong
22,Impartial
23,Kerkez
24,Karl
25,National Guard
