Rank,Trend
1,#WorldCup2026
2,Merino
3,Odegaard
4,#AVLARS
5,Watkins
6,Infantino
7,Saka
8,England
9,Martin Keown
10,Rio Ferdinand
11,Arteta
12,#SaturdayKitchen
13,Eurovision
14,Croatia
15,Martinelli
16,McCullum
17,#dcfc
18,#ncfc
19,Crown Jewels
20,Rogers
21,Ghana
22,Raya
23,Trump
24,Panama
25,Pope
