Rank,Trend
1,#CurrysPurpleFriday
2,#Ashes2025
3,RIP Mani
4,Crawley
5,#ImACeleb
6,#bbcqt
7,#WickedForGood
8,Scotland
9,Nnamdi Kanu
10,Stone Roses
11,Ukraine
12,Ian Wright
13,Russia
14,Peggy
15,Paramount
16,Monty
17,Steve Smith
18,Nigeria
19,World Cup
20,Home Alone
21,Popcorn
22,No Good Deed
23,Royal Pagaille
24,Birmingham City
25,jonathan bailey
