Rank,Trend
1,Romero
2,Fulham
3,Christmas
4,#ImACeleb
5,Ramsdale
6,Burn
7,#FULMCI
8,Robin Smith
9,#WWENXT
10,Lammy
11,#twitchrecap
12,#GivingTuesday
13,Kelly
14,Howe
15,Larry
16,Elanga
17,Chelsea
18,Venezuela
19,RIP Judge
20,Aitch
21,Dano
22,Belfast
23,Tarantino
24,Girlguiding
25,Shona
