Rank,Trend
1,Thanksgiving
2,#StrangerThings5
3,Chiefs
4,Labour
5,Kemi
6,#bbcqt
7,#ImACeleb
8,Lamar
9,Reeves
10,#AEWCollision
11,Bayern
12,Budget
13,Young Boys
14,Djiga
15,McDuffie
16,Pickens
17,Paddy
18,Slot
19,Arsenal
20,Chermiti
21,Aitch
22,Liverpool
23,Lopes
24,Sarah Beckstrom
25,Braga
