Rank,Trend
1,#CurrysPurpleFriday
2,#releafcannabis
3,Thanksgiving
4,#SmackDown
5,Black Friday
6,#TOTP
7,#socideveloper_com
8,Labour
9,Reeves
10,Eagles
11,Crumbs
12,Alex Scott
13,Pets
14,Young Boys
15,Gunther
16,Black Ops 7 Blueprint
17,Brexit
18,Dust
19,Tucker
20,Piers
21,RIP Peter
22,Impose Toi
23,Tories
24,Kemi
25,djiga
