Rank,Trend
1,Slot
2,Liverpool
3,#swfc
4,Ukraine
5,#LasVegasGP
6,Russia
7,Isak
8,Putin
9,Nathan Gill
10,Forest
11,#UFCQatar
12,Klopp
13,Aaronson
14,#Ashes2025
15,#NEWMCI
16,Muhammad Qasim
17,Konate
18,Lando
19,Freezing
20,Tino
21,England
22,Yarde
23,Hall
24,Cannon
25,Gomez
