Rank,Trend
1,#SmackDown
2,#Ashes2025
3,Ukraine
4,#totp
5,Nathan Gill
6,Russia
7,Covid
8,Mani
9,Mamdani
10,Ben Stokes
11,#WickedForGood
12,#AUSvENG
13,Boris
14,England
15,Nnamdi Kanu
16,Aussies
17,Desmond
18,Starc
19,Zak Crawley
20,Black Friday
21,Nigeria
22,Rhea
23,Australia
24,Ian Wright
25,Stone Roses
