Rank,Trend
1,Spotify
2,Giannis
3,Somali
4,Chris Paul
5,Good Thursday
6,Merry Christmas
7,#thursdayvibes
8,#WhyIChime
9,Diddy
10,Penn State
11,Apple Music
12,Tosin
13,Candace
14,Hartline
15,TOP CALL
16,Milwaukee
17,Miami
18,#SeanCombsTheReckoning
19,Happy Friday Eve
20,Knicks
21,Venezuela
22,SNAP
23,#JASPER_TouchMV
24,#AEWDynamite
25,Nashville
