Rank,Trend
1,#AEWDynamite
2,Giannis
3,#Survivor49
4,Claudio
5,Jamal Murray
6,#TheChallenge41
7,#iubb
8,#SistasOnBET
9,Kevin Knight
10,Achilles
11,Dark Order
12,Spotify
13,Okada
14,Steve Cropper
15,Bucks
16,Lonzo
17,Yeremi
18,Spurs
19,Ryan Nembhard
20,Luke Kornet
21,Mikel
22,Hadley
23,Isaiah Stewart
24,DeVries
25,Rizo
