Rank,Trend
1,Mamdani
2,Ukraine
3,Delap
4,Good Saturday
5,Gittens
6,Sedition
7,#SmackDown
8,Texans
9,Thanksgiving
10,Russia
11,#askdave
12,Treason
13,Mark Kelly
14,Josh Allen
15,Constitution
16,Congress
17,#SaturdayVibes
18,#Caturday
19,UNLAWFUL
20,Tosin
21,UCMJ
22,Zohran
23,Commander in Chief
24,Aiyuk
25,Kandi
