Rank,Trend
1,#SurvivorSeries
2,Auburn
3,Vandy
4,Nikki
5,Ty Simpson
6,Jovic
7,Roxanne
8,Norvell
9,Lash Legend
10,#RollTide
11,Miami
12,Rhea
13,Heupel
14,Lane Kiffin
15,Mateer
16,Dirty Dom
17,Michigan
18,Drones
19,AJ Lee
20,Grubb
21,Pavia
22,Venezuela
23,#Svengoolie
24,Ashton Daniels
25,Morgan Geekie
