Rank,Trend
1,#AEWFullGear
2,Haney
3,Georgia Tech
4,Haynes King
5,#RiyadhSeason
6,Claudio
7,Darby
8,Nebraska
9,Utah
10,Rhule
11,Bandido
12,#Svengoolie
13,Heupel
14,Brodido
15,Syracuse
16,Okada
17,#Huskers
18,Gators
19,Rubio
20,Bam Rodriguez
21,Oregon
22,Lincoln Riley
23,Western Kentucky
24,#AEWTailgateBrawl
25,Beyoncé
