Rank,Trend
1,#AEWDynamite
2,#Survivor49
3,Donovan Mitchell
4,#CMAawards
5,UConn
6,Cavs
7,Arizona
8,Nick Allen
9,#SistasOnBET
10,Aaron Holiday
11,Dubon
12,#cma2025
13,Rockets
14,Mobley
15,Jaden Bradley
16,Sengun
17,Savannah
18,Riho
19,FEMA
20,Shelton
21,Jarrett Allen
22,Braves
23,Koa Peat
24,Diggy Coit
25,Sheila Cherfilus-McCormick
