Rank,Trend
1,Treylon Burks
2,Bo Nix
3,#BaddiesUSA
4,Mariota
5,Broncos
6,#RaiseHail
7,#RHOP
8,Chicharito
9,Tomlin
10,#Married2Med
11,Steelers
12,#ITWelcomeToDerry
13,Riley Moss
14,Bobby Wagner
15,Mark Stoops
16,Collinsworth
17,Chrisean
18,Vikings
19,Sean Payton
20,Maxey
21,Chivas
22,Jalen Johnson
23,Dolly
24,Stein
25,Simone
