Rank,Trend
1,#DWTS
2,#WWENXT
3,Kentucky
4,Pope
5,Peggy
6,#USMNT
7,Winthrop
8,Tulane
9,Caleb Wilson
10,Dearborn
11,Tre White
12,Markstrom
13,Garrison
14,#SquidGameTheChallenge
15,Izzo
16,Miami
17,Derrick White
18,Saudi Arabia
19,Suggs
20,College Football Playoff
21,Grisham
22,Kansas
23,Shiloh Hill
24,Berhalter
25,#TheOvalOnBET
