Rank,Trend
1,Cloudflare
2,#WWERaw
3,Raiders
4,Good Tuesday
5,Pickens
6,Dolph
7,Shedeur
8,Chiefs
9,Gunther
10,$BNKK
11,Goff
12,Moana
13,Jeanty
14,Sonic 3
15,GOTY
16,Grok 4.1
17,AJ Lee
18,Expedition 33
19,#WickedForGood
20,Zelda
21,Maxxine
22,Ramsey
23,#RawOnNetflix
24,#TheGameAwards
25,Lions
