Rank,Trend
1,#UFC322
2,Epstein
3,Good Sunday
4,South Carolina
5,Texas A&M
6,Bama
7,Bubba
8,Bill Clinton
9,#sundayvibes
10,Massie
11,Prates
12,Sark
13,Morales
14,Shane Beamer
15,#GoDawgs
16,Aggies
17,Marcel Reed
18,Kirby
19,Ole Miss
20,BO NICKAL
21,Valentina
22,Arch
23,Ewing
24,#EubankBenn2
25,Marjorie Taylor Greene
