Rank,Trend
1,#WWENXT
2,Notre Dame
3,Jaylen Brown
4,Syracuse
5,Paul Dano
6,Ament
7,Haugh
8,Cam Boozer
9,#CFPRankings
10,#TADCFriend
11,Hugo Gonzalez
12,Penn State
13,Jaylen Carey
14,#PumpRules
15,Meechie Johnson
16,Stirtz
17,Josh Hart
18,Somali
19,Davidson
20,#DWTSHoliday
21,Izzi
22,Braden Smith
23,Josh Briggs
24,William Kyle
25,Committee
