Rank,Trend
1,#SmackDown
2,Eagles
3,#BedBathandBeyondisBack
4,Arch Manning
5,Sark
6,Marcel Reed
7,Jalen
8,#OPLive
9,Lindor
10,#iufb
11,Aggies
12,#HookEm
13,Lane
14,Patullo
15,KC Concepcion
16,Jeff Sims
17,Clarkson
18,Wingo
19,Wisner
20,Howie
21,Ethan Burke
22,Diebler
23,Boise
24,Banana Fish
25,Desmond Bane
