Rank,Trend
1,#битваэкстрасенсов
2,#StrayKidsAtMAMA2025
3,#스키즈_MAMA_AOTY_축하해
4,Турции
5,SKZ KARMA OF THE YEAR
6,Ермака
7,Круто
8,Долиной
9,#heatedrivalry
10,Moscow
11,Долина
12,смешно
13,USSR
14,China
15,DataHaven
16,Красота
17,Крыма
18,Трампу
19,понял
20,Thanksgiving
21,European
22,West
23,Давайте
24,макс
25,бога
