Rank,Trend
1,Трампа
2,Украина
3,#StrayKids_DO_IT_OutNow
4,Зеленский
5,Путину
6,купянск
7,Camp Haven
8,Europe
9,Зеленскому
10,#Bitcoin
11,миша
12,Steam
13,соболь
14,Monad
15,Собчак
16,Обязательно
17,Китай
18,арно
19,навального
20,аластор
21,iPhone
22,Киеву
23,DO IT
24,Russia
25,Расскажи
