Rank,Trend
1,#нюдсочетверг
2,#SpotifyWrapped
3,Roblox
4,роблокс
5,АААА
6,Твиттер
7,#DearX
8,чувак
9,макс
10,#LifeAITestnet
11,кремля
12,#HealthcareAI
13,Соболезную
14,европой
15,индии
16,Russia
17,Дурина
18,Реально
19,лгбт
20,Putin
21,Покровск
22,сочувствую
23,Apple
24,европа
25,шейн
