Rank,Trend
1,Трампа
2,Украина
3,#StrayKids_DO_IT_OutNow
4,арно
5,STRAY KIDS DO IT IS DIVINE
6,Путину
7,Собчак
8,Купянск
9,соболь
10,обязательно
11,люба
12,#madscientists
13,#Bitcoin
14,Monad
15,Китай
16,Зеленский
17,Steam
18,даааа
19,#нюдсочетверг
20,запад
21,Навального
22,$BTC
23,проблема
24,Странно
25,China
